gene	cpm_P1	cpm_P2	cpm_C1	P1_C1_log2FC	P1_C1_pvalue	P1_C1_padj	P2_C1_log2FC	P2_C1_pvalue	P2_C1_padj
WASHC3	37.5	39.6	56.6	-0.47	7.984e-13	7.053e-12	-0.36	1.332e-08	6.647e-08
NUP37	7.5	6.7	11.5	-0.27	0.0006641	0.002117	-0.31	5.658e-05	0.0001822
PARPBP	15.1	11.7	18.5	-0.17	0.03241	0.06704	-0.33	1.648e-05	5.756e-05
NT5DC3	7.3	12.2	13.8	-0.41	2.563e-07	1.363e-06	-0.07	0.4237	0.5244
HSP90B1	313.9	342.2	436.7	-0.47	5.407e-27	9.579e-26	-0.29	3.438e-12	2.302e-11
C12orf73	18.9	16.1	10.6	0.44	1.342e-08	8.215e-08	0.35	5.058e-06	1.894e-05
TDG	42.6	44.5	32.7	0.28	3.539e-05	0.0001408	0.38	5.807e-09	3.003e-08
GLT8D2	10.2	10.3	20.8	-0.56	2.637e-12	2.233e-11	-0.53	1.061e-11	6.833e-11
HCFC2	8.7	9.1	13.3	-0.28	0.000383	0.00128	-0.23	0.00295	0.007192
NFYB	16.6	11.8	18	-0.07	0.3569	0.4815	-0.3	0.0001049	0.0003255
TXNRD1	345.1	346.5	382.5	-0.15	0.0005196	0.001691	-0.08	0.06516	0.1118
AC089983.1	2.6	3.6	4.8	-0.2	0.002551	0.007119	-0.09	0.168	0.2472
EID3	2.3	3.9	5.1	-0.25	0.0002065	0.0007234	-0.08	0.2377	0.33
CHST11	9.4	13.4	8.6	0.05	0.5093	0.6295	0.32	1.511e-05	5.312e-05
SLC41A2	2.3	3.4	5	-0.24	0.0003295	0.001113	-0.13	0.06244	0.1077
C12orf45	15.2	16.3	20.6	-0.26	0.0009657	0.002975	-0.17	0.02432	0.04743
ALDH1L2	44.2	53.4	33	0.31	3.875e-06	1.777e-05	0.58	3.733e-19	3.76e-18
WASHC4	25.3	23.4	32.6	-0.26	0.0003833	0.00128	-0.29	4.024e-05	0.0001326
APPL2	28.9	38.5	55.9	-0.72	1.46e-26	2.528e-25	-0.38	2.65e-09	1.413e-08
C12orf75	1316.9	2178.5	3774.8	-1.51	0	0	-0.75	3.363e-139	3.678e-137
AC011313.1	1.1	1.2	1.6	-0.06	0.2376	0.3509	-0.03	0.5138	0.6106
NUAK1	15.6	13.4	18.3	-0.13	0.08364	0.1492	-0.22	0.003735	0.008927
CKAP4	463.5	439	478.3	-0.06	0.1027	0.177	-0.07	0.03381	0.06332
TCP11L2	1	1.9	1.5	-0.06	0.2307	0.3429	0.05	0.304	0.4018
POLR3B	6.3	5	8.9	-0.18	0.01675	0.03795	-0.27	0.0002577	0.000756
RIC8B	8	7.2	8.2	-0.01	0.8617	0.9097	-0.05	0.5185	0.6149
AC007541.1	3	2.5	2.7	0.02	0.7118	0.7987	-0.02	0.8041	0.8549
TMEM263	120.9	127.3	116.1	0.05	0.396	0.5209	0.17	0.0008701	0.002352
MTERF2	5.7	5.8	6.3	-0.05	0.5113	0.6313	-0.02	0.7775	0.8347
CRY1	12.1	10.4	11.9	0.01	0.9289	0.9544	-0.07	0.3733	0.4731
PWP1	57.2	61.9	79.2	-0.4	1.176e-10	8.641e-10	-0.26	1.668e-05	5.822e-05
PRDM4	17	18	17.4	-0.02	0.779	0.8495	0.06	0.378	0.4782
CMKLR1	5	10.3	1	0.37	9.911e-11	7.347e-10	0.79	1.409e-33	2.426e-32
FICD	6.3	7.2	7.5	-0.09	0.2381	0.3511	0	0.978	0.9854
SART3	15.3	13.5	18.5	-0.16	0.04072	0.08128	-0.23	0.002948	0.007188
ISCU	209	185.5	182.7	0.17	0.0001542	0.0005525	0.06	0.1381	0.2104
TMEM119	2.8	1.2	20.8	-1.12	3.65e-44	1.075e-42	-1.29	2.683e-63	9.836e-62
SELPLG	3.4	4	3	0.03	0.668	0.7646	0.1	0.1037	0.1655
CORO1C	162.2	194.7	216	-0.39	1.504e-15	1.595e-14	-0.09	0.04607	0.08289
SSH1	57	66.3	39.4	0.42	7.772e-11	5.819e-10	0.65	3.18e-26	4.258e-25
USP30	5.7	4.2	4.9	0.06	0.4041	0.5285	-0.05	0.5122	0.609
ALKBH2	22.7	21	19.5	0.13	0.07963	0.1433	0.1	0.1744	0.255
UNG	11.1	9.6	17.8	-0.36	5.748e-06	2.565e-05	-0.43	2.88e-08	1.39e-07
KCTD10	42.4	48.8	41.8	0.01	0.8915	0.93	0.22	0.0004647	0.001311
UBE3B	30.9	29.3	26.9	0.14	0.05523	0.1054	0.13	0.06457	0.111
MMAB	19.5	21.4	33.2	-0.51	7.106e-12	5.78e-11	-0.4	3.384e-08	1.621e-07
MVK	7	5.1	15.3	-0.52	1.179e-10	8.655e-10	-0.65	5.733e-17	5.236e-16
TRPV4	3.7	2.2	4.8	-0.09	0.1853	0.2874	-0.22	0.0004605	0.0013
GLTP	151.3	191.1	139	0.1	0.0435	0.08603	0.47	7.42e-24	9.209e-23
TCHP	23.8	31.7	44.8	-0.66	1.749e-20	2.395e-19	-0.33	4.142e-07	1.774e-06
GIT2	30.9	30.4	34.9	-0.13	0.06693	0.1236	-0.1	0.134	0.2051
ANKRD13A	70.6	82.4	166	-1.11	7.155e-78	4.529e-76	-0.86	2.138e-55	6.714e-54
C12orf76	18	18.1	10.3	0.42	7.606e-08	4.317e-07	0.46	1.022e-09	5.635e-09
IFT81	16.5	12.8	10.8	0.31	5.966e-05	0.0002291	0.15	0.04546	0.08194
ATP2A2	71.9	91.1	73.5	-0.03	0.5896	0.6995	0.31	7.56e-08	3.491e-07
ANAPC7	17.2	19.4	23.6	-0.29	0.0002309	0.0008026	-0.14	0.05648	0.09882
ARPC3	231.3	248.5	253.9	-0.13	0.001372	0.004101	0.03	0.4911	0.5896
GPN3	21	22.7	25.7	-0.19	0.01028	0.02462	-0.09	0.26	0.3546
FAM216A	24.2	22.1	23	0.05	0.5402	0.6572	0	0.996	0.9974
VPS29	77.4	86.3	94.3	-0.26	1.315e-05	5.583e-05	-0.06	0.2458	0.3392
PPTC7	7.1	10	7.4	-0.02	0.7506	0.8279	0.21	0.005929	0.01356
TCTN1	14.9	19	12.2	0.15	0.06097	0.1143	0.39	3.3e-07	1.429e-06
HVCN1	1.6	2.7	1.8	-0.02	0.735	0.8166	0.1	0.0665	0.1138
PPP1CC	120.3	130.1	148.2	-0.29	8.304e-08	4.693e-07	-0.13	0.01087	0.02335
PHETA1	7.3	6	4	0.26	0.0003329	0.001123	0.18	0.007913	0.01754
SH2B3	49.9	61.2	40.9	0.21	0.001106	0.003363	0.51	9.126e-16	7.714e-15
ATXN2	56.2	50.8	61.1	-0.11	0.09502	0.1659	-0.18	0.00432	0.01017
BRAP	17.5	14.6	16.5	0.05	0.5329	0.651	-0.06	0.4056	0.5064
ACAD10	3.4	2.8	4.1	-0.07	0.3246	0.4476	-0.11	0.09614	0.1552
ALDH2	7.6	11.2	4.5	0.23	0.001188	0.003592	0.51	3.903e-12	2.598e-11
MAPKAPK5-AS1	25.5	26	22.7	0.11	0.151	0.2437	0.17	0.01861	0.03739
MAPKAPK5	34.7	31.9	33	0.05	0.4752	0.596	0.01	0.9163	0.9408
TMEM116	5.9	5.9	5.4	0.04	0.5599	0.6745	0.06	0.3845	0.4849
ERP29	85.2	84.4	71.2	0.22	0.0002942	0.001004	0.26	5.396e-06	2.011e-05
NAA25	17.4	17.2	16.7	0.03	0.6701	0.7663	0.05	0.4416	0.5421
TRAFD1	10	12.2	10.1	-0.01	0.8792	0.9222	0.16	0.03593	0.0668
HECTD4	14.4	18	15.6	-0.07	0.3908	0.5159	0.15	0.04208	0.07676
RPL6	2120.9	1970.7	1776.1	0.24	2.573e-25	4.218e-24	0.19	9.089e-16	7.687e-15
PTPN11	127.2	130.5	112	0.16	0.004411	0.01161	0.25	2.716e-06	1.054e-05
OAS3	1.6	3.5	0.8	0.08	0.05276	0.1013	0.28	9.497e-08	4.339e-07
DDX54	32	33.9	46.1	-0.4	6.337e-09	4e-08	-0.29	8.067e-06	2.939e-05
RITA1	31.7	34.9	26	0.2	0.006672	0.01679	0.35	5.336e-07	2.256e-06
TPCN1	9	11	5.3	0.28	0.0002674	0.0009195	0.43	4.212e-09	2.207e-08
SLC8B1	2.5	4.4	4	-0.14	0.02812	0.05941	0.05	0.4405	0.5411
PLBD2	39.4	38.7	27.4	0.37	8.706e-08	4.909e-07	0.41	2.088e-09	1.122e-08
SDSL	7.6	8.1	5	0.2	0.006593	0.01662	0.26	0.0002988	0.0008698
RBM19	12.1	11.4	15.6	-0.2	0.01329	0.03089	-0.21	0.007724	0.01718
TBX5	0.7	1.2	17.1	-1.17	4.046e-52	1.492e-50	-1.11	6.184e-49	1.66e-47
TBX5-AS1	0.5	0.7	13.1	-0.98	1.522e-40	4.103e-39	-0.96	3.734e-41	8.161e-40
TBX3	6.8	6.3	29.7	-1.13	1.793e-44	5.305e-43	-1.15	4.903e-49	1.319e-47
MED13L	41.9	43.6	47.9	-0.16	0.01721	0.03883	-0.07	0.3203	0.4193
MAP1LC3B2	5.7	6.5	5.6	0.01	0.8905	0.9293	0.09	0.21	0.2976
C12orf49	33.1	35.4	26.7	0.21	0.002752	0.007613	0.33	1.165e-06	4.714e-06
RNFT2	1.2	2.1	0.8	0.05	0.2722	0.3901	0.14	0.00255	0.006293
FBXW8	10.3	12.3	11.8	-0.09	0.2482	0.363	0.06	0.4279	0.5285
FBXO21	22.4	21.6	18.2	0.18	0.01742	0.03923	0.19	0.01058	0.02283
RFC5	8.2	11.7	10.7	-0.16	0.03639	0.07398	0.09	0.253	0.3469
WSB2	102.1	140.9	86.3	0.2	0.0003573	0.001199	0.68	4.16e-36	7.726e-35
VSIG10	13.5	13.9	18	-0.23	0.003256	0.008848	-0.18	0.01944	0.03879
PEBP1	303.2	296.1	428.2	-0.49	3.763e-41	1.027e-39	-0.46	7.252e-40	1.537e-38
TAOK3	64.5	66.8	77	-0.23	0.0002587	0.0008916	-0.13	0.02741	0.05259
SUDS3	66.8	71.4	69.4	-0.05	0.3869	0.512	0.08	0.1654	0.244
HSPB8	23	26.6	15	0.37	1.678e-06	8.074e-06	0.55	6.739e-14	5.106e-13
PRKAB1	10.1	9	6.7	0.23	0.00254	0.007093	0.19	0.009558	0.02084
CIT	22.4	20.6	34.7	-0.44	2.807e-09	1.831e-08	-0.48	2.337e-11	1.476e-10
RAB35	25.1	26.2	26.5	-0.06	0.4382	0.5628	0.02	0.692	0.7662
AC004812.2	5.1	4.2	4.6	0.04	0.6068	0.7144	-0.02	0.7464	0.8092
GCN1	26.7	30.7	33.9	-0.25	0.0007049	0.002236	-0.06	0.3639	0.4639
RPLP0	6410.5	6512.2	5726.8	0.14	1.541e-14	1.525e-13	0.22	6.275e-28	8.889e-27
PXN-AS1	6.1	5.1	6	0.01	0.893	0.9311	-0.05	0.4487	0.5485
PXN	83.5	102.6	104	-0.29	7.138e-07	3.602e-06	0.03	0.6192	0.7059
COX6A1	216.6	183.8	236	-0.12	0.004369	0.01151	-0.28	3.061e-11	1.911e-10
TRIAP1	48.6	52.8	47.3	0.03	0.6804	0.7742	0.17	0.005074	0.01179
GATC	15.9	16.8	16.8	-0.05	0.5415	0.658	0.03	0.6703	0.7484
SRSF9	250.7	255.3	299.6	-0.26	1.695e-10	1.224e-09	-0.17	4.163e-06	1.578e-05
DYNLL1	663.9	810.2	739.6	-0.17	4.086e-09	2.63e-08	0.17	7.922e-10	4.407e-09
NRAV	12.6	11.8	7.8	0.3	9.739e-05	0.0003613	0.29	0.000102	0.0003175
COQ5	10.4	11.2	13.2	-0.17	0.03552	0.07254	-0.09	0.234	0.3259
RNF10	100.2	100.9	79	0.3	1.98e-07	1.066e-06	0.36	7.307e-11	4.414e-10
POP5	50.4	49.5	59	-0.19	0.002333	0.00658	-0.16	0.008092	0.01792
MLEC	182.2	201	219.1	-0.26	6.574e-09	4.144e-08	-0.07	0.07969	0.1324
UNC119B	11.1	15.2	14.2	-0.18	0.02399	0.05169	0.08	0.2561	0.3502
ACADS	3.2	2.5	7.1	-0.33	6.506e-06	2.887e-05	-0.38	6.183e-08	2.88e-07
SPPL3	21.8	22.9	21.3	0.02	0.8025	0.8667	0.1	0.1483	0.2229
C12orf43	16.3	18.8	19.9	-0.17	0.02611	0.05564	-0.01	0.8564	0.8948
P2RX4	5.2	5.8	6.8	-0.13	0.08408	0.1498	-0.06	0.3954	0.4958
CAMKK2	28.6	36.6	33.8	-0.18	0.01312	0.03053	0.12	0.05656	0.09888
ANAPC5	112.3	127	117.9	-0.07	0.2069	0.3149	0.14	0.004228	0.009974
RNF34	24.9	24.7	26.4	-0.06	0.4126	0.5377	-0.03	0.695	0.768
KDM2B	11	13.3	13.8	-0.16	0.03836	0.07736	0	0.9688	0.9779
ORAI1	36.3	30.3	36.9	-0.02	0.7511	0.8282	-0.17	0.01502	0.03106
TMEM120B	12.6	12.7	12.6	0	0.9915	0.995	0.03	0.6279	0.7135
RHOF	6.3	7.6	3.5	0.23	0.0007683	0.002415	0.36	2.563e-07	1.121e-06
LINC01089	7.5	7.1	4.7	0.21	0.003918	0.01047	0.21	0.003797	0.009067
SETD1B	13	12.7	10.9	0.12	0.1234	0.2064	0.13	0.07123	0.1206
PSMD9	30.3	30.4	35.6	-0.18	0.01437	0.0331	-0.12	0.06945	0.1181
WDR66	1.6	1.8	0.8	0.09	0.0359	0.07313	0.12	0.007055	0.01582
BCL7A	7.6	7.3	9.6	-0.14	0.07434	0.1352	-0.14	0.07595	0.1272
MLXIP	28.1	21	19.9	0.32	1.677e-05	6.978e-05	0.08	0.2592	0.3537
DIABLO.1	8.6	9	9	-0.03	0.7052	0.7931	0.02	0.732	0.7975
VPS33A	5.8	5.5	5	0.07	0.3281	0.4512	0.06	0.3615	0.4612
CLIP1	68.7	82.3	75.1	-0.12	0.05392	0.1033	0.16	0.004214	0.009943
ZCCHC8	6.4	8.2	8.2	-0.13	0.09313	0.1631	0.03	0.7093	0.7798
RSRC2	75.2	67.6	82	-0.11	0.06015	0.1131	-0.19	0.001606	0.004137
KNTC1	5.7	4.7	7.9	-0.17	0.02286	0.04963	-0.23	0.00129	0.003386
DENR	142.3	140.3	129.6	0.12	0.02116	0.0464	0.15	0.001844	0.004686
HIP1R	4.6	6.7	4.8	-0.02	0.7595	0.8358	0.16	0.0199	0.03958
VPS37B	18.3	22.9	15.6	0.13	0.09059	0.1595	0.37	3.912e-07	1.681e-06
AC027290.1	0.6	1.3	1	-0.05	0.187	0.2893	0.04	0.4089	0.5095
ABCB9	5.8	6.2	3.8	0.17	0.01314	0.03056	0.22	0.001317	0.003452
OGFOD2	11.8	11.8	12.5	-0.04	0.598	0.7063	-0.01	0.9233	0.9455
ARL6IP4	485	518	520.8	-0.11	0.000153	0.0005485	0.03	0.2412	0.3341
PITPNM2	3.7	3.5	3	0.06	0.3385	0.4627	0.06	0.3523	0.4521
MPHOSPH9	20.1	17.3	16.2	0.18	0.01902	0.04235	0.09	0.2297	0.3208
C12orf65	26.2	24.4	22.8	0.13	0.08564	0.1522	0.1	0.1501	0.2253
AC068768.1	1	1.2	1.3	-0.03	0.4684	0.5899	0	0.9371	0.9553
CDK2AP1	74.5	69.1	56.3	0.33	7.34e-08	4.176e-07	0.29	8.991e-07	3.691e-06
SBNO1	46.9	46.9	44.1	0.06	0.3218	0.4446	0.11	0.06728	0.115
AC137767.1	6.3	4.5	4.5	0.15	0.03821	0.07711	0.02	0.7559	0.8172
KMT5A	24.1	29	22.8	0.05	0.529	0.6478	0.28	0.0001023	0.0003183
RILPL2	42.2	49.4	39.5	0.07	0.3179	0.4407	0.29	3.324e-06	1.275e-05
SNRNP35	11.2	12.1	15	-0.21	0.007091	0.01771	-0.13	0.08841	0.1445
RILPL1	10.3	13.2	9.3	0.06	0.4477	0.572	0.27	0.0003651	0.001048
TMED2	386.1	385	370.3	0.05	0.182	0.2835	0.1	0.002006	0.00506
DDX55	7.7	8.9	9.1	-0.1	0.1984	0.3044	0.01	0.8854	0.9167
EIF2B1	28.1	28.1	36.4	-0.27	0.0001254	0.0004574	-0.23	0.0008729	0.00236
GTF2H3	15.7	16	17.5	-0.09	0.2406	0.354	-0.04	0.597	0.6853
TCTN2	3.6	3.3	3.9	-0.02	0.7024	0.7908	-0.04	0.4938	0.592
ATP6V0A2	21.2	17.7	15	0.29	0.0001839	0.0006508	0.17	0.02572	0.04976
CCDC92	71.9	72.3	77.5	-0.1	0.1032	0.1777	-0.04	0.4566	0.5564
DNAH10OS	1.2	1.3	0.8	0.04	0.2722	0.3901	0.06	0.1505	0.2258
ZNF664	41.9	41.8	36.5	0.14	0.03017	0.06308	0.19	0.002994	0.007293
RFLNA	10.6	0.1	5.8	0.33	1.081e-05	4.638e-05	-0.54	1.28e-22	1.509e-21
NCOR2	63.2	75.1	83.1	-0.34	3.761e-08	2.199e-07	-0.08	0.1757	0.2565
SCARB1	5.3	5.8	3.6	0.14	0.04649	0.09116	0.2	0.003719	0.008898
UBC	254.6	277.6	250.1	0.02	0.6344	0.7367	0.19	1.063e-05	3.804e-05
DHX37	10.2	11.4	11.5	-0.09	0.2697	0.3873	0.02	0.7727	0.8305
BRI3BP	12.7	16.3	21	-0.41	2.108e-07	1.13e-06	-0.19	0.01339	0.02806
AACS	12.4	13.6	13.9	-0.09	0.2531	0.3686	0.01	0.885	0.9165
SLC15A4	10.8	11.3	6.4	0.3	8.942e-05	0.0003334	0.36	1.581e-06	6.294e-06
STX2	53.2	52.7	59.3	-0.14	0.0316	0.06561	-0.09	0.1288	0.1983
RAN	528.1	520.6	684.7	-0.38	6.018e-26	1.015e-24	-0.34	1.854e-22	2.17e-21
SFSWAP	26.7	23	27.7	-0.04	0.6049	0.7128	-0.14	0.05142	0.09107
MMP17	6.6	4.3	6.3	0.03	0.7336	0.8158	-0.14	0.03803	0.07024
ULK1	9.7	11.6	9.8	-0.01	0.9035	0.9376	0.14	0.06386	0.1099
PUS1	15.6	14	20.1	-0.22	0.006042	0.01534	-0.27	0.0004164	0.001184
EP400	34.9	29.2	38.4	-0.11	0.1259	0.2099	-0.25	0.0003019	0.0008781
DDX51	4.9	4	5.6	-0.06	0.4096	0.5344	-0.12	0.09046	0.1474
NOC4L	6.6	7.2	9.7	-0.22	0.00534	0.01373	-0.15	0.04213	0.07681
FBRSL1	9.6	9	9.3	0.01	0.8349	0.8901	0	0.9781	0.9854
POLE	9	9	13.6	-0.28	0.0004099	0.001359	-0.26	0.0007977	0.002169
PXMP2	54.7	50.2	76.9	-0.41	8.514e-11	6.356e-10	-0.46	1.048e-13	7.807e-13
PGAM5	8.9	9.2	11.3	-0.16	0.04888	0.09505	-0.11	0.155	0.2315
ANKLE2	66.2	60.6	65.1	0.01	0.826	0.8839	-0.04	0.4927	0.5909
GOLGA3	80.8	76.4	86.2	-0.09	0.1418	0.2314	-0.11	0.07115	0.1205
CHFR	16.2	17.7	12.2	0.21	0.007035	0.01758	0.32	2.053e-05	7.069e-05
ZNF605	12.6	15	10.2	0.14	0.06103	0.1144	0.31	4.553e-05	0.0001489
ZNF26	6.7	6.3	6.4	0.03	0.7458	0.8249	0.02	0.8101	0.8599
ZNF84	16.5	16.8	14.1	0.12	0.1209	0.2028	0.17	0.02234	0.04388
ZNF140	10.3	10.4	8.2	0.14	0.06539	0.1213	0.18	0.01786	0.03609
ZNF891	3.4	4.1	3.3	0	0.9111	0.9425	0.09	0.1588	0.236
ZNF10	3.8	5.8	4.6	-0.06	0.3462	0.4703	0.12	0.09544	0.1543
ZNF268	9	10.5	9.4	-0.03	0.7118	0.7987	0.1	0.193	0.2778
MPHOSPH8	38.4	37.7	43.2	-0.14	0.04569	0.08975	-0.11	0.09409	0.1524
PSPC1	16.3	14.4	19.6	-0.16	0.03863	0.07783	-0.22	0.002899	0.007072
ZMYM5	12.2	11.1	9.3	0.17	0.02465	0.0529	0.14	0.06045	0.1047
AL355001.2	6.9	3.9	8.6	-0.13	0.1015	0.1754	-0.35	1.648e-06	6.531e-06
ZMYM2	20.9	21.3	16.3	0.21	0.006624	0.01669	0.26	0.0003235	0.0009368
CRYL1	13.3	14.8	14.4	-0.06	0.429	0.5535	0.05	0.4895	0.5881
IFT88	8.3	9.2	7.7	0.04	0.5937	0.7026	0.13	0.08856	0.1446
AL161772.1	4.7	5.9	1	0.35	8.743e-10	5.989e-09	0.47	1.388e-15	1.16e-14
IL17D	5.2	6.3	1.1	0.38	1.416e-10	1.032e-09	0.49	3.394e-16	2.955e-15
EEF1AKMT1	12.6	12.3	14.3	-0.09	0.247	0.3616	-0.08	0.3074	0.4056
XPO4	16.8	15.3	15	0.09	0.254	0.3695	0.05	0.5102	0.6076
LATS2	30.2	35.9	33.4	-0.11	0.129	0.2137	0.12	0.07044	0.1196
SAP18	131.1	133.9	179.2	-0.42	2.134e-17	2.516e-16	-0.33	2.149e-12	1.463e-11
SKA3	17.8	13.2	22.9	-0.23	0.00338	0.009152	-0.43	1.465e-08	7.274e-08
MRPL57	226.1	220.2	258.3	-0.19	3.37e-06	1.56e-05	-0.17	1.955e-05	6.763e-05
ZDHHC20	21.9	22.9	28.9	-0.27	0.0003425	0.001152	-0.19	0.008337	0.01842
MICU2	17.6	16.7	21.9	-0.19	0.01177	0.02776	-0.2	0.006366	0.01443
SGCG	0	0.2	2.8	-0.29	1.191e-11	9.562e-11	-0.27	1.234e-09	6.75e-09
SACS	74.1	97.7	126.4	-0.69	7.23e-27	1.272e-25	-0.28	1.304e-06	5.236e-06
LINC00327	0.6	0.9	10.8	-0.83	1.507e-31	3.195e-30	-0.8	5.619e-30	8.499e-29
TNFRSF19	2.6	4.5	21	-1.15	3.985e-46	1.207e-44	-0.97	6.781e-35	1.217e-33
MIPEP	6.8	4.2	6.8	0	0.9846	0.9912	-0.2	0.006137	0.01398
SPATA13	1.1	3	1.4	-0.03	0.4685	0.5899	0.18	0.0009388	0.002521
PARP4	14.8	17.4	14.8	0	0.9519	0.9698	0.17	0.02639	0.05087
CENPJ	10.1	9	10.8	-0.05	0.5521	0.6672	-0.09	0.2565	0.3506
MTMR6	23.2	24.3	27.4	-0.17	0.02741	0.0581	-0.08	0.2819	0.3777
NUP58	34.7	35.9	37.5	-0.09	0.2112	0.3204	0	0.9787	0.9858
SHISA2	11.8	12.2	1.2	0.82	1.483e-33	3.346e-32	0.88	5.71e-39	1.171e-37
RNF6	27.8	35.1	35.7	-0.26	0.0002391	0.0008287	0.02	0.7294	0.7957
CDK8	18.6	16.6	16.9	0.07	0.3226	0.4453	0.02	0.8065	0.8569
WASF3	26.9	26	26.1	0.03	0.7162	0.8022	0.03	0.6233	0.7094
USP12	29.4	25	28.3	0.03	0.6383	0.7399	-0.08	0.2369	0.3292
RPL21	1420.9	1411.2	1409.9	0	0.9759	0.9845	0.05	0.02001	0.03978
GTF3A	255.2	256.2	260.9	-0.04	0.324	0.4471	0.02	0.5589	0.652
MTIF3	83.6	78.3	84.3	-0.01	0.7968	0.8629	-0.04	0.4376	0.538
LNX2	1.8	3.5	2.8	-0.09	0.1037	0.1783	0.08	0.2155	0.3042
POLR1D	127.3	130.6	141.9	-0.15	0.002583	0.007193	-0.06	0.2006	0.287
PAN3	7.8	8.6	7.7	0	0.9516	0.9698	0.09	0.2198	0.3089
POMP	424	438.8	439.5	-0.06	0.06616	0.1224	0.05	0.1133	0.1785
SLC46A3	4.7	4.5	2.2	0.22	0.0004657	0.001529	0.23	0.0002657	0.0007779
SLC7A1	52.6	66.1	112	-0.94	6.852e-50	2.368e-48	-0.62	5.851e-26	7.785e-25
UBL3	53.3	52.6	93.3	-0.69	2.341e-28	4.391e-27	-0.66	3.003e-27	4.157e-26
KATNAL1	41.3	43	55.9	-0.35	1.221e-07	6.767e-07	-0.25	6.856e-05	0.000219
HMGB1	669.9	599	937.7	-0.48	5.334e-34	1.22e-32	-0.58	1.915e-46	4.824e-45
USPL1	8.6	9.1	9.4	-0.05	0.5121	0.6321	0.01	0.8974	0.9259
MEDAG	52	61.7	7.1	1.71	1.015e-122	1.218e-120	1.97	1.058e-177	1.621e-175
HSPH1	65.7	74	48.3	0.35	2.186e-08	1.308e-07	0.55	4.24e-20	4.465e-19
B3GLCT	16.2	20.6	13.9	0.11	0.1389	0.2273	0.36	1.157e-06	4.68e-06
FRY	3.3	8.3	2	0.12	0.03589	0.07312	0.55	1.21e-16	1.079e-15
BRCA2	14	11.4	15.2	-0.06	0.4042	0.5286	-0.18	0.01775	0.03594
N4BP2L2	52.4	49.6	43.2	0.21	0.0007571	0.002382	0.2	0.001336	0.003498
PDS5B	13.2	15.5	14.5	-0.07	0.3706	0.4961	0.09	0.241	0.3338
STARD13	17.3	34.4	15.4	0.09	0.2257	0.3373	0.79	8.297e-29	1.212e-27
RFC3	8.9	7.1	10.6	-0.11	0.1673	0.2654	-0.21	0.004561	0.0107
NBEA	2.9	1.6	1.3	0.15	0.004042	0.01076	0.03	0.4759	0.5745
DCLK1	0.8	3.4	0.3	0.05	0.1134	0.1921	0.32	5.41e-12	3.566e-11
SPART	28.9	35.4	30.7	-0.06	0.3842	0.5098	0.19	0.004059	0.009634
RFXAP	4.7	4.5	6.3	-0.13	0.07374	0.1343	-0.13	0.0694	0.118
SMAD9	12.9	10.4	31.2	-0.78	1.211e-23	1.859e-22	-0.9	1.773e-32	2.898e-31
ALG5	36	35.1	34.5	0.04	0.5364	0.654	0.06	0.3518	0.4518
EXOSC8	17.5	19.1	24.7	-0.31	5.342e-05	0.0002071	-0.2	0.006393	0.01448
SUPT20H	37.9	38.7	33.2	0.14	0.04384	0.08652	0.21	0.001553	0.004012
LINC01048	3.7	1.8	0.5	0.31	5.505e-10	3.837e-09	0.14	0.0006288	0.001739
LINC00547	3.4	4.1	0.5	0.29	1.915e-09	1.271e-08	0.36	3.327e-13	2.394e-12
POSTN	1435.5	857.3	147.5	3.16	0	0	2.51	1.963e-232	6.571e-230
TRPC4	11.9	10.1	14.1	-0.13	0.1002	0.1735	-0.21	0.006187	0.01407
UFM1	98.9	123.5	135.5	-0.42	6.419e-15	6.527e-14	-0.07	0.1393	0.2118
PROSER1	10.3	13.4	9.4	0.05	0.5048	0.6251	0.27	0.000328	0.0009482
NHLRC3	11.7	7.8	7.7	0.26	0.0008024	0.00251	0.04	0.6585	0.739
LHFPL6	81.3	94.1	88.4	-0.11	0.05544	0.1057	0.13	0.02166	0.04269
COG6	15.8	15.3	16.5	-0.04	0.641	0.7422	-0.03	0.7122	0.7817
MRPS31	6.3	5.9	8.8	-0.18	0.0215	0.04708	-0.19	0.01151	0.02457
SLC25A15	6.3	6.8	8	-0.12	0.1033	0.1778	-0.07	0.388	0.4885
ELF1	26.5	27.4	26.2	0.01	0.9175	0.9465	0.08	0.2292	0.3204
WBP4	40.7	38.7	51.2	-0.27	5.675e-05	0.0002188	-0.27	1.904e-05	6.599e-05
KBTBD6	6.9	6.7	7.1	-0.02	0.8071	0.8698	-0.01	0.8479	0.8883
KBTBD7	5.3	4.6	5.4	-0.01	0.8816	0.9238	-0.05	0.4853	0.5839
MTRF1	5.6	2.9	4.7	0.07	0.3232	0.4461	-0.15	0.02235	0.04388
NAA16	9.2	7.2	8.6	0.04	0.619	0.7242	-0.07	0.3197	0.4185
RGCC	0.4	0.7	4	-0.36	4.748e-11	3.614e-10	-0.33	2.566e-09	1.371e-08
VWA8	8.8	10.6	11.2	-0.15	0.05394	0.1033	-0.01	0.9324	0.9521
DGKH	11.2	9.1	8.9	0.14	0.06483	0.1203	0.04	0.6071	0.6945
AKAP11	30.1	32.6	29.4	0.02	0.7719	0.8446	0.15	0.02782	0.05327
EPSTI1	0.7	1.5	1.9	-0.13	0.004938	0.01282	-0.04	0.4616	0.5606
